catalogue_entry,titles_names,catalog level,classification1,classification2,Material,description_notes,inscription/ marks,measurements,Exhibition_hall,periods,find spot,creator,ownership,collecting history,contributor_type,location,photo,Unnamed: 19,Unnamed: 20
2380,TOMB SLAB,item,Stones and Minerals,Architecture,stones; stone,"stone, carved with Tokharian figures in relief",,104 by 63 cm,LECTURE ROOM,Sui and Tang,,,"MUSÉE DU LOUVRE, Paris",,museum,"Paris, France",yes,,
2381&2473,SIDE OF A STONE SARCOPHAGUS,set,Stones and Minerals,Architecture,stones; stone,"decorated with scenes illustrating stories of filial piety executed in deeply engraved lines, Pair with No. 2473",,H. 62 cm. W. 234 cm,LECTURE ROOM,Six Dynasties,,,"THE WILLIAM ROCKHILL NELSON GALLERY OF ART, Kansas City",,museum,"Kansas, U.S.A.",yes 2473,,
2382,STELE,item,Stones and Minerals,Architecture,stones; stone,"stone, with standing Buddha in centre",,H. 133 cm,LECTURE ROOM,Six Dynasties,,,"C. T. LOO, Paris",,private,"Paris, France",yes,,
2383,BODHISATTVA,item,Stones and Minerals,Sculpture,stones; stone,"stone, From T'ien-lung Shan",,H. 130 cm,LECTURE ROOM,Sui and Tang,,,"SADAJIRO YAMANAKA, New York",,private,"New York, U.S.A.",yes,,
2384,BODHISATTVA,item,Stones and Minerals,Sculpture,stones; stone,"stone, From T'ien-lung Shan",,H. 125 cm,LECTURE ROOM,Sui and Tang,,,"SADAJIRO YAMANAKA, New York",,private,"New York, U.S.A.",yes,,
2385,BUDDHIST PAINTING,item,Paintings and Calligraphy,Religious painting,textiles; silk,"in colour on silk, Buddhist Paradise",,H. 186.5 cm. W. 131 cm,LECTURE ROOM,Five Dynasties,,,"MUSÉE DU LOUVRE, Paris (Pelliot Collection)",,museum,"Paris, France",,,
2386,BODHISATTVA,item,Stones and Minerals,Sculpture,stones; stone,"stone, From T'ien-lung Shan",,H. 131 cm,LECTURE ROOM,Sui and Tang,,,"SADAJIRO YAMANAKA, New York",,private,"New York, U.S.A.",yes,,
2387,PANEL FROM THE TOMB OF T'ANG T'AI TSUNG (r. A.D. -),item,Stones and Minerals,Ornamental Objects,stones; stone,"stone, Sa-lu-tzu (Autumn Dew) a bay charger ridden by him before the city of Lo-yang was besieged",,173 by 206 cm,LECTURE ROOM,Sui and Tang,,,"THE UNIVERSITY MUSEUM, University of Pennsylvania",,museum,"Pennsylvania, U.S.A.",yes,,
2388,BODHISATTVA,item,Stones and Minerals,Sculpture,stones; stone,"stone, From T'ien-lung Shan",,H. 103 cm,LECTURE ROOM,Sui and Tang,,,"SADAJIRO YAMANAKA, New York",,private,"New York, U.S.A.",yes,,
2389,BUDDHIST PAINTING,item,Paintings and Calligraphy,Religious painting,textiles; silk,"in colour on silk, Thousand-armed Avalokiteśvara (Kuan-yin)",,H. 180 cm. W. 145 cm,LECTURE ROOM,Sui and Tang,,,THE GOVERNMENT OF INDIA (Stein Collection),,government,India,yes,,
2390,BUDDHA,item,Stones and Minerals,Sculpture,stones; stone,"stone, From T'ien-lung Shan",,H. 110 cm,LECTURE ROOM,Sui and Tang,,,"SADAJIRO YAMANAKA, New York",,private,"New York, U.S.A.",yes,,
2391,BODHISATTVA,item,Stones and Minerals,Sculpture,stones; sandstone,"sandstone, with polychrome, From T'ien-lung Shan",,H. 97.8 cm,LECTURE ROOM,Sui and Tang,,,"THE WILLIAM ROCKHILL NELSON GALLERY OF ART, Kansas City",,museum,"Kansas, U.S.A.",yes,,
2392,TAOIST STELE,item,Stones and Minerals,Architecture,stones; stone,,,H. 150 in,LECTURE ROOM,Six Dynasties,,,"C. T. LOO, Paris",,private,"Paris, France",yes,,
2393,BUDDHIST PRIEST,item,Stones and Minerals,Sculpture,stones; stone,holding lotus,,H. 167.8 cm,LECTURE ROOM,Six Dynasties,,,"THE UNIVERSITY MUSEUM, University of Pennsylvania",,museum,"Pennsylvania, U.S.A.",yes,,
2394,TEMPLE GUARDIAN (Dharmapāla),item,Metals,Sculpture,metalwork; iron,cast iron,,H. 54 cm,LECTURE ROOM,Song,,,"BARON VON DER HEYDT, Berlin",,private,"Berlin, Germany",yes,,
2395,FLYING APSARA,item,Stones and Minerals,Sculpture,stones; stone,,,H. 94 cm,LECTURE ROOM,Sui and Tang,,,"C. T. LOO, Paris",,private,"Paris, France",yes,,
2396&2397,STANDING BODHISATTVA,set,Stones and Minerals,Sculpture,stones; stone,"stone, Pair with No. 2397",,H. 137.3 cm,LECTURE ROOM,Sui and Tang,,,"THE UNIVERSITY MUSEUM, University of Pennsylvania",,museum,"Pennsylvania, U.S.A.",yes,,
2396&2397,STANDING BODHISATTVA,,Stones and Minerals,Sculpture,stones; stone,"stone, Pair with No. 2396",,H. 137.3 cm,LECTURE ROOM,Sui and Tang,,,"THE UNIVERSITY MUSEUM, University of Pennsylvania",,museum,"Pennsylvania, U.S.A.",yes,,
2398,VOTIVE STELE,item,Stones and Minerals,Architecture,stones; limestone,brownish limestone,,H. 126 cm,LECTURE ROOM,Six Dynasties,,,"BARON VON DER HEYDT, Berlin",,private,"Berlin, Germany",yes,,
2399,"BODHISATTVA, with folded hands",item,Stones and Minerals,Sculpture,stones; limestone,limestone,,H. 82 cm,LECTURE ROOM,Sui and Tang,From T'ien-lung Shan,,"THE FOGG ART MUSEUM, Cambridge, Mass",,museum,"Massachusetts, U.S.A.",,,
2400,TORSO OF BUDDHA,item,Stones and Minerals,Sculpture,stones; marble,,,H. 144.9 cm,LECTURE ROOM,Six Dynasties,,,THE VICTORIA AND ALBERT MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2401,Painting in colour on paper,item,Paintings and Calligraphy,Figure,plant derived materials; paper,An Old Man,,H. 45 cm. W. 32.5 cm,LECTURE ROOM,Yuan,From Khara Khōto,UNKNOWN ARTIST,THE GOVERNMENT OF THE SOVIET UNION,,government,Russia,,,
2402,BUDDHIST PAINTING,item,Paintings and Calligraphy,Religious painting,textiles; linen,in colour on linen,,H. 27.3 cm. W. 71.8 cm,LECTURE ROOM,Ming,,,"THE UNIVERSITY MUSEUM, University of Pennsylvania",,museum,"Pennsylvania, U.S.A.",yes,,
2403,BODHISATTVA,item,Stones and Minerals,Sculpture,stones; limestone,,,H. 183 cm,LECTURE ROOM,Six Dynasties,,,"MRS. JOHN D. ROCKEFELLER, JR., New York",,private,"New York, U.S.A.",yes,,
2404,Painting in colour on canvas,item,Paintings and Calligraphy,Court Painting,textiles; canvas,Tangut Emperor and escort,,H. 70 cm. W. 52 cm,LECTURE ROOM,Yuan,,UNKNOWN ARTIST,THE GOVERNMENT OF THE SOVIET UNION,,government,Russia,yes,,
2405,BUDDHIST PAINTING,item,Paintings and Calligraphy,Religious painting,textiles; silk,"on silk in colour, The Thousand-armed Kuan-yin",,H. 190 cm. W. 125 cm,LECTURE ROOM,Song,,,"MUSÉE GUIMET, Paris",,private,"Paris, France",yes,,
2406,FEMALE DANCER,item,Stones and Minerals,Sculpture,stones; stone,black stone,,H. 24 cm,LECTURE ROOM,Six Dynasties,,,"H. J. OPPENHEIM, London",,private,"London, U.K.",yes,,
2407,FIGURE OF A LADY,item,Ceramics,pottery,ceramics; pottery,plaiting her hair. dark grey pottery,,H. 33 cm,LECTURE ROOM,Six Dynasties,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2408,WOLF,item,Ceramics,pottery,ceramics; pottery,dark grey pottery with red pigment,,L. 20 cm,LECTURE ROOM,Six Dynasties,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2409,CAMEL,item,Ceramics,pottery,ceramics; pottery,"unglazed pottery, with loaded pack saddle",,H. 22.8 cm,LECTURE ROOM,Six Dynasties,,,"MRS. MARGOT HOLMES, London",,private,"London, U.K.",yes,,
2410,FIGURE OF GIRL,item,Ceramics,pottery,ceramics; pottery,playing knuckle bones,,H. 16.5 cm,LECTURE ROOM,Six Dynasties,,,"ALAN BARLOW, C.B., C.B.E., Wendover, Bucks",,private,"Buckinghamshire, U.K.",yes,,
2411,DANCING LADY,item,Ceramics,pottery,ceramics; pottery,,,H. 25.4 cm,LECTURE ROOM,Sui and Tang,,,"ALAN BARLOW, C.B., C.B.E., Wendover, Bucks",,private,"Buckinghamshire, U.K.",yes,,
2412,MALE FIGURE,item,Ceramics,pottery,ceramics; pottery,"pottery, From the collection of Charles L. Rutherston",,H. 20.3 cm,LECTURE ROOM,Six Dynasties,,,"MRS. C. L. AND MISS RUTHERSTON, Farnham and London",,private,"London, U.K.",,,
2413,FIGURE OF A LADY,item,Ceramics,pottery,ceramics; pottery,"dark grey pottery, with coloured pigments",,H. 75 cm,LECTURE ROOM,Six Dynasties,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2414,PRANCING HORSE AND RIDER,item,Ceramics,pottery,ceramics; pottery,,,L. 40.6 cm,LECTURE ROOM,Sui and Tang,,,"MAJOR-GENERAL SIR NEILL MALCOLM, K.C.B., D.S.O., London",,private,"London, U.K.",yes,,
2415,LION,item,Ceramics,pottery,ceramics; pottery,"scratching his neck, pigmented black pottery, From the Collection of Charles L. Rutherston",,H. 18.3 cm,LECTURE ROOM,Six Dynasties,,,"MRS. C. L. AND MISS RUTHERSTON, Farnham and London",,private,"London, U.K.",yes,,
2416,PACK HORSE,item,Ceramics,pottery,ceramics; pottery,,,L. 21.6 cm,LECTURE ROOM,Six Dynasties,,,"ALAN BARLOW, C.B., C.B.E., Wendover, Bucks",,private,"Buckinghamshire, U.K.",,,
2417,SEATED FIGURE,item,Ceramics,pottery,ceramics; pottery,"of exaggerated Armenoid type, with bird",,H. 18.3 cm,LECTURE ROOM,Sui and Tang,,,"PROFESSOR AND MRS. C. G. SELIGMAN, Toot Baldon, Oxford",,private,"Oxfordshire, U.K.",yes,,
2418,PAIR OF FIGURES,set,Ceramics,pottery,ceramics; pottery,pigmented grey pottery,,H. 38 cm,LECTURE ROOM,Six Dynasties,,,"POTTER PALMER, Chicago",,private,"Illinois, U.S.A.",yes,,
2419,DEER,item,Ceramics,pottery,ceramics; pottery,"pottery, with traces of pigment",,L. 26 cm,LECTURE ROOM,Six Dynasties,,,"L. MICHON, Paris",,private,"Paris, France",yes,,
2420,FIGURE OF A HINDOO,item,Ceramics,pottery,ceramics; pottery,with bale,,H. 19.6 cm,LECTURE ROOM,Sui and Tang,,,"PROFESSOR AND MRS. C. G. SELIGMAN, Toot Baldon, Oxford",,private,"Oxfordshire, U.K.",yes,,
2421,FIGURE OF A LADY,item,Ceramics,pottery,ceramics; pottery,"pottery, with decoration in pigment",,H. 10 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",,,
2422,FIGURE,item,Ceramics,pottery,ceramics; pottery,of a man holding a bird in his hand,,H. 18.3 cm,LECTURE ROOM,Six Dynasties,,,"H. J. OPPENHEIM, London",,private,"London, U.K.",yes,,
2423,FIGURE OF A FEMALE DANCER,item,Ceramics,pottery,ceramics; pottery,"in a curtseying attitude, white pottery, with traces of red and black pigment",,H. 19.5 cm,LECTURE ROOM,Sui and Tang,,,"ANTHONY DE ROTHSCHILD, London",,private,"London, U.K.",yes,,
2424,PAIR OF FIGHTING HORSES,set,Ceramics,pottery,ceramics; pottery,"pottery, with traces of pigment",,L. 64 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2425,DOG,item,Ceramics,pottery,ceramics; pottery,,,L. 19 cm,LECTURE ROOM,Six Dynasties,,,"ALAN BARLOW, C.B., C.B.E., Wendover, Bucks",,private,"Buckinghamshire, U.K.",yes,,
2426,GRIMACING FIGURE,item,Ceramics,pottery,ceramics; pottery,,,H. 31.1 cm,LECTURE ROOM,Six Dynasties,,,"PROFESSOR AND MRS. C. G. SELIGMAN, Toot Baldon, Oxford",,private,"Oxfordshire, U.K.",yes,,
2427,SEATED FIGURE OF A WOMAN,item,Ceramics,pottery,ceramics; pottery,wearing a winter bonnet. Dark grey pottery,,H. 23 cm,LECTURE ROOM,Six Dynasties,,,"M. CALMANN, Paris",,private,"Paris, France",yes,,
2428,MALE FIGURE,item,Ceramics,pottery,ceramics; pottery,"pottery, From the Collection of Charles L. Rutherston",,H. 20.3 cm,LECTURE ROOM,Six Dynasties,,,"MRS. C. L. AND MISS RUTHERSTON, Farnham and London",,private,"London, U.K.",yes,,
2429,GROUP OF TWO WOMEN,item,Ceramics,pottery,ceramics; pottery,,,H. 16 cm,LECTURE ROOM,Six Dynasties,,,H.R.H. THE CROWN PRINCE OF SWEDEN,,private,"Stockholm, Sweden",yes,,
2430,SLEEPING GARDENER,item,Ceramics,pottery,ceramics; pottery,,,H. 9.4 cm,LECTURE ROOM,Six Dynasties,,,"ALAN BARLOW, C.B., C.B.E., Wendover, Bucks",,private,"Buckinghamshire, U.K.",,,
2431,DRAGON,item,Ceramics,pottery,ceramics; pottery,,,L. 25.4 cm,LECTURE ROOM,Six Dynasties,,,"MR. AND MRS. WALTER SEDGWICK, London",,private,"London, U.K.",yes,,
2432,POLO-PLAYER,item,Ceramics,pottery,ceramics; pottery,"buff pottery, with pigments",,L. 43 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2433,FIGURE OF A LADY,item,Ceramics,pottery,ceramics; pottery,"dark grey pottery, with coloured pigments",,H. 79 cm,LECTURE ROOM,Six Dynasties,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2434,STANDING FIGURE,item,Ceramics,pottery,ceramics; pottery,"pigmented black pottery, From the Collection of Charles L. Rutherston",,H. 63.4 cm,LECTURE ROOM,Six Dynasties,,,"MRS. C. L. AND MISS RUTHERSTON, Farnham and London",,private,"London, U.K.",yes,,
2435,HORSE'S HEAD,item,Ceramics,pottery,ceramics; earthenware,"earthenware, with pigment",,L. 22 in,LECTURE ROOM,Six Dynasties,,,H.R.H. THE CROWN PRINCE OF SWEDEN,,private,"Stockholm, Sweden",yes,,
2436,DUCK,item,Ceramics,pottery,ceramics; pottery,"dark grey pottery, with coloured pigments",,L. 18 cm,LECTURE ROOM,Six Dynasties,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2437,FIGURE OF A MAN,item,Ceramics,pottery,ceramics; pottery,squatting on the ground and feeding a tame bird,,H. 21.5 cm,LECTURE ROOM,Six Dynasties,,,"H. J. OPPENHEIM, London",,private,"London, U.K.",yes,,
2438,SEATED POTTERY STATUE OF A LOHAN,item,Ceramics,pottery,ceramics; pottery,"hard white ware with yellowish-white glaze, coloured with green and yellow, With pottery stand",,H. 105 cm,LECTURE ROOM,Six Dynasties,,,"THE UNIVERSITY MUSEUM, University of Pennsylvania",,museum,"Pennsylvania, U.S.A.",yes,,
2439,BUDDHIST PAINTING,item,Paintings and Calligraphy,Religious painting,textiles; silk,"in colour on silk, Bodhisattva",,H. 228 cm. W. 158 cm,LECTURE ROOM,Song,From Pin-huang,by unknown artist,"MUSÉE GUIMET, Paris (Pelliot Collection)",,private,"Paris, France",yes,,
2440,VASE AND COVER,item,Ceramics,pottery,,with incised designs and coloured glazes,,H. 40 cm,LECTURE ROOM,Sui and Tang,,,THE VICTORIA AND ALBERT MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2441,LARGE PLATE,item,Ceramics,pottery,ceramics; pottery,"pottery, with three feet, orange, with central floral design in blue and white",,Di. 31 cm,LECTURE ROOM,Sui and Tang,,,"M. CALMANN, Paris",,private,"Paris, France",yes,,
2442,LION,item,Ceramics,pottery,ceramics; pottery,"seated on a rocky base, Soft white pottery with creamy glaze, mottled with green",,H. 25.6 cm,LECTURE ROOM,Sui and Tang,,,"H. J. OPPENHEIM, London",,private,"London, U.K.",yes,,
2443,JAR AND COVER,item,Ceramics,pottery,ceramics; pottery,"pottery with applied reliefs and white glaze splashed with blue, green and yellow, Japanese National Treasure B",,H. 26.6 cm,LECTURE ROOM,Sui and Tang,,,"BARON KOYATA IWASAKI, Tokyo",,private,"Tokyo, Japan",yes,,
2444,FIGURE OF A LADY,item,Ceramics,pottery,ceramics; pottery,"pottery, with green and yellow glazes",,H. 30.5 cm,LECTURE ROOM,Sui and Tang,,,THE VICTORIA AND ALBERT MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2445,DISH,item,Ceramics,pottery,ceramics; pottery,"pottery, with incised designs and coloured glazes",,Di. 29.2 cm,LECTURE ROOM,Sui and Tang,,,"MR. AND MRS. WALTER SEDGWICK, London",,private,"London, U.K.",yes,,
2446,BOWL,item,Ceramics,stoneware,ceramics; stoneware,"in the form of duck, stoneware, with three-colour glaze, Japanese National Treasure B",,H. 24 cm,LECTURE ROOM,Sui and Tang,,,"BARON KOYATA IWASAKI, Tokyo",,private,"Tokyo, Japan",yes,,
2447,DISH,item,Ceramics,pottery,ceramics; pottery,"pottery, with flower design in white, green and amber brown",,Di. 29 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",,,
2448,CAMEL,item,Ceramics,pottery,ceramics; pottery,"pinkish-white pottery with coloured glazes, From the tomb of Chancellor Liu (died A.D. 728)",,H. 84 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2449,FIGURE OF A GROOM,item,Ceramics,pottery,ceramics; pottery,"pinkish-white pottery with coloured glazes, From the tomb of Chancellor Liu (died A.D. 728)",,H. 59 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2450&2457,LION,set,Ceramics,pottery,ceramics; pottery,"pottery, with three colour glaze, Pair with No. 2457, Japanese National Treasure",,H. 22.8 cm,LECTURE ROOM,Sui and Tang,,,"BARON KOYATA IWASAKI, Tokyo",,private,"Tokyo, Japan",yes,,
2451,FIGURE OF A MINISTER,item,Ceramics,pottery,ceramics; pottery,"pinkish-white pottery with coloured glazes, From the tomb of Chancellor Liu (died A.D. 728)",,H. 103 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2452,OX,item,Ceramics,pottery,ceramics; pottery,"pottery, with cream glaze splashed with green and amber",,H. 16.8 cm,LECTURE ROOM,Sui and Tang,,,"MR. AND MRS. ALFRED CLARK, Iver Heath, Bucks",,private,"Buckinghamshire, U.K.",yes,,
2453,FIGURE OF AN OX,item,Ceramics,pottery,ceramics; pottery,"with a boy asleep on its back, pottery, with blue and yellow glazes",,L. 16.5 cm,LECTURE ROOM,Sui and Tang,,,"MRS. CHRISTIAN R. HOLMES, New York",,private,"New York, U.S.A.",,,
2454,OX,item,Ceramics,pottery,ceramics; pottery,"pottery, with straw-yellow glaze splashed with brown",,H. 26 cm,LECTURE ROOM,Sui and Tang,,,"M. CALMANN, Paris",,private,"Paris, France",yes,,
2455,DISH,item,Ceramics,porcelain,ceramics; porcelain,"on three feet, white ware, with incised floral medallion and spotted blue and yellow ground",,Di. 31.1 cm,LECTURE ROOM,Sui and Tang,,,"MR. AND MRS. ALFRED CLARK, Iver Heath, Bucks",,private,"Buckinghamshire, U.K.",yes,,
2456,GRAIN JAR AND COVER,item,Ceramics,pottery,ceramics; pottery,"soft white pottery, with deep mottled blue glaze",,H. 41.1 cm,LECTURE ROOM,Sui and Tang,,,"ANTHONY DE ROTHSCHILD, London",,private,"London, U.K.",yes,,
2450&2457,LION,,Ceramics,pottery,ceramics; pottery,"pottery, with three colour glaze, Pair with No. 2450, Japanese National Treasure",,H. 22.8 cm,LECTURE ROOM,Sui and Tang,,,"BARON KOYATA IWASAKI, Tokyo",,private,"Tokyo, Japan",yes,,
2458,FIGURE OF A LADY,item,Ceramics,pottery,ceramics; pottery,"pottery, with blue and yellow glazes",,H. 29 cm,LECTURE ROOM,Sui and Tang,,,THE VICTORIA AND ALBERT MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2459,COVERED JAR,item,Ceramics,pottery,ceramics; pottery,"white pottery, with chevron ornament and blossoms in coloured glazes",,H. 25 cm,LECTURE ROOM,Sui and Tang,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2460,VASE,item,Ceramics,pottery,ceramics; pottery,"pottery, with green, yellow and white glaze",,H. 27.9 cm,LECTURE ROOM,Sui and Tang,,,"MR. AND MRS. WALTER SEDGWICK, London",,private,"London, U.K.",yes,,
2461,DISH,item,Ceramics,pottery,ceramics; pottery,"pottery, with incised floral design, coloured orange, blue and white",,Di. 25 cm,LECTURE ROOM,Sui and Tang,,,"M. CALMANN, Paris",,private,"Paris, France",yes,,
2462,FIGURE OF A HORSE,item,Ceramics,pottery,ceramics; pottery,"pottery, with straw-coloured glaze splashed with light blue",,H. 29.2 cm,LECTURE ROOM,Sui and Tang,,,"G. EUMORFOPOULOS, London",,private,"London, U.K.",yes,,
2463,DISH,item,Ceramics,pottery,ceramics; pottery,"pottery, with incised designs and coloured glazes",,H. 35.5 cm,LECTURE ROOM,Sui and Tang,,,THE VICTORIA AND ALBERT MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2464,FIGURE OF A RETAINER,item,Ceramics,pottery,ceramics; pottery,"pottery, with creamy-white glaze",,H. 49.5 cm,LECTURE ROOM,Sui and Tang,,,"MR. AND MRS. WALTER SEDGWICK, London",,private,"London, U.K.",yes,,
2465,TRAY,item,Ceramics,pottery,ceramics; pottery,"with perforated centre, supported by a lion devouring a sheep, white pottery, with glaze mottled with amber and green",,L. 19.2 cm,LECTURE ROOM,Sui and Tang,,,"H. J. OPPENHEIM, London",,private,"London, U.K.",yes,,
2466,HORSE,item,Ceramics,pottery,ceramics; pottery,pottery with traces of unfired pigment,,H. 50 cm,LECTURE ROOM,Six Dynasties,,,THE BRITISH MUSEUM (Eumorfopoulos Collection),,museum,"London, U.K.",yes,,
2467,PAINTING,item,Paintings and Calligraphy,Religious painting,plant derived materials; paper,"in colour on paper, A Pilgrim",,"H. 52 cm, W. 22 cm",LECTURE ROOM,Yuan,From Khara Khōto,,THE GOVERNMENT OF THE SOVIET UNION,,government,Russia,,,
2468,PAINTING,item,Paintings and Calligraphy,Figure,plant derived materials; paper,"in colour on paper, A Dignitary",,H. 51 cm. W. 22 cm,LECTURE ROOM,Yuan,From Khara Khōto,,THE GOVERNMENT OF THE SOVIET UNION,,government,Russia,yes,,
2469,STANDING FIGURE,item,Stones and Minerals,Sculpture,stones; stone,,,H. 137 cm,LECTURE ROOM,Sui and Tang,,,"C. T. LOO, Paris",,private,"Paris, France",yes,,
2470,PAINTING,item,Paintings and Calligraphy,Religious painting,plant derived materials; paper,"in colour on paper, Attendant on the Moon Goddess",,H. 51 cm. W. 23 cm,LECTURE ROOM,Yuan,From Khara Khōto,,THE GOVERNMENT OF THE SOVIET UNION,,government,Russia,yes,,
2471,BUDDHIST PAINTING,item,Paintings and Calligraphy,Religious painting,textiles; silk,"in colour on silk, Kuan-yin",,H. 100. cm. W. 60 cm,LECTURE ROOM,Yuan,From Khara Khōto,,THE GOVERNMENT OF THE SOVIET UNION,,government,Russia,yes,,
2472,LINTEL,item,Stones and Minerals,Architecture,stones; stone,,,196 by 48 in,LECTURE ROOM,Sui and Tang,,,"C. T. LOO, Paris",,private,"Paris, France",yes,,
2381&2473,SIDE OF A STONE SARCOPHAGUS,,Stones and Minerals,Architecture,stones; stone,"decorated with scenes illustrating stories of filial piety executed in deeply engraved lines, Pair with No. 2381",,H. 62 cm. W. 234 cm,LECTURE ROOM,Six Dynasties,,,"THE WILLIAM ROCKHILL NELSON GALLERY OF ART, Kansas City",,museum,"Kansas, U.S.A.",yes 2473,,
